PROVINCIA;VOTOS_P1;VOTOS_P2
TRUJILLO;75;133
TRUJILLO;78;152
TRUJILLO;74;167
SATIPO;28;124
CHUPACA;144;82
SATIPO;17;178
CHANCHAMAYO;100;92
CHUPACA;155;65
CHUPACA;154;68
CHANCHAMAYO;93;81
CHUPACA;154;71
CHANCHAMAYO;90;95
CHANCHAMAYO;75;104
CHANCHAMAYO;96;113
CHANCHAMAYO;91;92
CHANCHAMAYO;94;108
CHANCHAMAYO;84;101
CHANCHAMAYO;95;107
CHANCHAMAYO;82;94
CHANCHAMAYO;60;36
CHANCHAMAYO;92;69
CHANCHAMAYO;79;75
TRUJILLO;52;186
CHANCHAMAYO;78;107
CHUPACA;136;83
CHUPACA;133;73
CHUPACA;43;22
TRUJILLO;51;74
CHANCHAMAYO;105;109
CHANCHAMAYO;114;90
TRUJILLO;70;167
CHANCHAMAYO;123;101
CHANCHAMAYO;110;74
CHANCHAMAYO;73;68
CHANCHAMAYO;39;9
CHANCHAMAYO;29;26
HUANCAYO;177;27
HUANCAYO;112;9
SATIPO;110;79
SATIPO;113;75
CHANCHAMAYO;104;108
CHANCHAMAYO;120;77
SATIPO;111;51
SATIPO;83;63
SATIPO;39;54
CHANCHAMAYO;128;91
CHANCHAMAYO;108;76
TRUJILLO;91;133
TRUJILLO;96;122
TRUJILLO;45;72
TRUJILLO;65;149
TRUJILLO;62;152
TRUJILLO;72;156
TRUJILLO;84;148
TRUJILLO;75;106
TRUJILLO;49;113
TRUJILLO;44;155
TRUJILLO;82;139
TRUJILLO;90;144
TRUJILLO;90;124
TRUJILLO;80;124
TRUJILLO;56;141
TRUJILLO;56;121
TRUJILLO;67;110
TRUJILLO;59;102
TRUJILLO;57;147
TRUJILLO;68;152
TRUJILLO;89;131
TRUJILLO;118;120
TRUJILLO;77;143
TRUJILLO;97;129
TRUJILLO;104;131
TRUJILLO;94;141
TRUJILLO;50;171
TRUJILLO;71;117
TRUJILLO;80;133
TRUJILLO;58;152
TRUJILLO;57;149
TRUJILLO;75;134
TRUJILLO;92;128
TRUJILLO;95;137
TRUJILLO;104;129
TRUJILLO;80;146
TRUJILLO;84;122
TRUJILLO;92;106
TRUJILLO;89;131
TRUJILLO;80;159
TRUJILLO;66;150
TRUJILLO;81;121
TRUJILLO;52;150
TRUJILLO;88;139
TRUJILLO;49;183
TRUJILLO;87;134
TRUJILLO;89;131
TRUJILLO;71;150
TRUJILLO;74;160
TRUJILLO;93;128
TRUJILLO;85;135
TRUJILLO;69;162
TRUJILLO;76;133
TRUJILLO;60;171
TRUJILLO;69;152
TRUJILLO;90;121
TRUJILLO;97;129
TRUJILLO;93;118
TRUJILLO;84;131
TRUJILLO;87;115
TRUJILLO;64;125
TRUJILLO;67;125
TRUJILLO;62;149
TRUJILLO;58;140
TRUJILLO;61;155
TRUJILLO;68;143
TRUJILLO;40;200
TRUJILLO;44;201
TRUJILLO;84;149
TRUJILLO;73;115
TRUJILLO;48;104
TRUJILLO;86;144
TRUJILLO;49;116
TRUJILLO;81;178
TRUJILLO;57;155
TRUJILLO;79;178
TRUJILLO;23;185
TRUJILLO;93;125
TRUJILLO;83;127
TRUJILLO;78;140
TRUJILLO;53;187
TRUJILLO;58;146
TRUJILLO;56;145
TRUJILLO;66;135
TRUJILLO;85;146
TRUJILLO;73;162
TRUJILLO;43;198
TRUJILLO;90;148
TRUJILLO;59;155
TRUJILLO;91;135
TRUJILLO;63;171
TRUJILLO;53;134
TRUJILLO;54;95
TRUJILLO;46;121
TRUJILLO;67;144
TRUJILLO;64;137
TRUJILLO;91;146
TRUJILLO;64;138
SANTIAGO DE CHUCO;99;117
SANTIAGO DE CHUCO;74;116
PACASMAYO;65;100
PATAZ;67;88
PATAZ;;
SANTIAGO DE CHUCO;48;49
PACASMAYO;117;116
PACASMAYO;50;107
PACASMAYO;70;116
PATAZ;75;86
PACASMAYO;107;121
PACASMAYO;109;125
PATAZ;87;93
ASCOPE;77;133
PACASMAYO;54;137
PATAZ;58;39
PATAZ;99;71
PACASMAYO;40;45
PACASMAYO;71;126
ASCOPE;67;139
ASCOPE;59;158
PACASMAYO;93;89
ASCOPE;123;117
SANTIAGO DE CHUCO;125;85
ASCOPE;103;112
ASCOPE;107;114
PACASMAYO;108;97
PACASMAYO;88;125
PACASMAYO;100;98
SANTIAGO DE CHUCO;133;80
PATAZ;99;59
PATAZ;76;106
SANTIAGO DE CHUCO;83;88
ASCOPE;104;114
PACASMAYO;99;131
PATAZ;85;82
ASCOPE;89;118
SANTIAGO DE CHUCO;99;92
OTUZCO;94;96
OTUZCO;67;75
PACASMAYO;80;114
PACASMAYO;98;109
PATAZ;101;69
OTUZCO;64;75
OTUZCO;73;90
OTUZCO;63;102
PATAZ;104;44
OTUZCO;85;60
PATAZ;117;99
SANTIAGO DE CHUCO;81;47
OTUZCO;73;79
OTUZCO;93;100
OTUZCO;82;111
PACASMAYO;79;124
BOLIVAR;62;52
BOLIVAR;96;90
SANCHEZ CARRION;81;124
BOLIVAR;100;63
OTUZCO;116;100
OTUZCO;111;102
BOLIVAR;46;57
OTUZCO;123;81
OTUZCO;111;91
TRUJILLO;65;169
BOLIVAR;105;51
SANCHEZ CARRION;88;89
OTUZCO;118;95
OTUZCO;115;85
OTUZCO;112;87
SANCHEZ CARRION;110;83
SANCHEZ CARRION;98;73
OTUZCO;67;72
TRUJILLO;78;126
SANCHEZ CARRION;79;51
OTUZCO;81;102
TRUJILLO;91;99
TRUJILLO;78;120
SANCHEZ CARRION;100;109
SANCHEZ CARRION;98;102
TRUJILLO;80;129
SANCHEZ CARRION;114;53
TRUJILLO;74;145
SANCHEZ CARRION;97;119
SANCHEZ CARRION;101;119
TRUJILLO;96;142
TRUJILLO;84;149
SANCHEZ CARRION;77;96
SANCHEZ CARRION;92;140
OTUZCO;120;109
OTUZCO;101;120
CHICLAYO;96;127
OTUZCO;88;79
CHICLAYO;93;141
CHICLAYO;79;150
CHICLAYO;62;115
CHICLAYO;79;125
OTUZCO;177;59
CHICLAYO;68;121
CHICLAYO;75;137
CHICLAYO;58;116
CHICLAYO;87;127
SANTIAGO DE CHUCO;136;68
CHICLAYO;75;91
CHICLAYO;65;152
CHICLAYO;69;128
CHICLAYO;73;153
CHICLAYO;71;121
CHICLAYO;88;153
CHICLAYO;68;139
CHICLAYO;75;46
CHICLAYO;75;131
CHICLAYO;62;152
CHICLAYO;93;155
CHICLAYO;46;113
CHICLAYO;48;138
CHICLAYO;57;146
CHICLAYO;55;163
CHICLAYO;91;117
CHICLAYO;87;146
CHICLAYO;92;118
CHICLAYO;70;140
CHICLAYO;79;109
CHICLAYO;51;119
CHICLAYO;70;150
CHICLAYO;74;127
CHICLAYO;74;118
CHICLAYO;81;125
CHICLAYO;57;135
CHICLAYO;98;133
CHICLAYO;121;118
CHICLAYO;116;131
SANCHEZ CARRION;51;99
SANCHEZ CARRION;59;104
SANCHEZ CARRION;121;45
CHICLAYO;81;146
CHICLAYO;103;127
CHICLAYO;71;158
CHICLAYO;70;128
CHICLAYO;70;191
CHICLAYO;83;140
CHICLAYO;79;134
OTUZCO;142;47
OTUZCO;129;62
OTUZCO;161;35
CHICLAYO;72;158
ASCOPE;72;144
ASCOPE;59;162
VIRU;139;65
ASCOPE;93;128
CHEPEN;79;146
GRAN CHIMU;65;151
GRAN CHIMU;73;149
ASCOPE;68;146
ASCOPE;88;111
GRAN CHIMU;54;113
CHEPEN;125;106
ASCOPE;69;131
GRAN CHIMU;38;109
VIRU;43;50
ASCOPE;92;131
ASCOPE;104;114
ASCOPE;98;121
CHEPEN;104;121
VIRU;116;82
ASCOPE;104;116
SANCHEZ CARRION;106;71
CHEPEN;71;148
CHEPEN;83;94
CHEPEN;94;79
VIRU;113;92
CHEPEN;63;153
CHEPEN;108;121
JULCAN;87;85
JULCAN;96;82
JULCAN;112;104
JULCAN;151;45
CHEPEN;69;134
CHEPEN;94;132
JULCAN;91;101
ASCOPE;119;92
ASCOPE;92;107
CHEPEN;86;125
CHEPEN;87;117
JULCAN;89;87
ASCOPE;61;160
ASCOPE;44;173
CHEPEN;65;146
JULCAN;87;69
VIRU;92;97
JULCAN;147;45
CHEPEN;77;90
JULCAN;102;50
VIRU;86;117
CHEPEN;78;98
CHEPEN;89;112
CHEPEN;89;112
CHICLAYO;91;120
CHICLAYO;72;111
CHICLAYO;79;93
CHICLAYO;56;64
CHICLAYO;102;109
CHICLAYO;61;89
CHICLAYO;55;91
CHICLAYO;111;115
CHICLAYO;110;82
CHICLAYO;66;79
CHICLAYO;115;87
CHICLAYO;76;133
CHICLAYO;90;122
CHICLAYO;94;134
CHICLAYO;106;118
CHICLAYO;81;144
CHICLAYO;114;104
CHICLAYO;123;95
CHICLAYO;97;123
CHICLAYO;110;128
CHICLAYO;89;161
CHICLAYO;120;131
CHICLAYO;100;151
CHICLAYO;85;136
CHICLAYO;95;127
CHICLAYO;80;119
CHICLAYO;97;112
CHICLAYO;92;144
CHICLAYO;68;134
CHICLAYO;65;155
CHICLAYO;88;105
CHICLAYO;95;106
CHICLAYO;94;121
CHICLAYO;69;166
CHICLAYO;106;112
CHICLAYO;89;137
CHICLAYO;109;119
CHICLAYO;95;116
CHICLAYO;92;105
CHICLAYO;80;123
CHICLAYO;74;108
CHICLAYO;85;123
CHICLAYO;87;136
CHICLAYO;101;94
CHICLAYO;67;132
CHICLAYO;100;126
CHICLAYO;97;141
CHICLAYO;95;136
CHICLAYO;100;111
CHICLAYO;43;64
CHICLAYO;55;142
CHICLAYO;73;125
CHICLAYO;74;120
CHICLAYO;70;138
CHICLAYO;41;88
CHICLAYO;47;105
CHICLAYO;82;120
CHICLAYO;86;147
CHICLAYO;80;133
CHICLAYO;64;163
CHICLAYO;77;135
CHICLAYO;111;106
CHICLAYO;64;79
CHICLAYO;80;140
CHICLAYO;95;116
CHICLAYO;80;112
CHICLAYO;109;110
CHICLAYO;100;103
CHICLAYO;64;140
CHICLAYO;65;71
CHICLAYO;104;116
CHICLAYO;75;129
CHICLAYO;126;64
CHICLAYO;100;94
CHICLAYO;107;124
CHICLAYO;128;125
CHICLAYO;110;92
CHICLAYO;71;141
CHICLAYO;78;49
CHICLAYO;115;111
CHICLAYO;97;112
CHICLAYO;111;103
CHICLAYO;72;153
CHICLAYO;96;133
CHICLAYO;88;142
CHICLAYO;63;164
CHICLAYO;114;147
CHICLAYO;76;118
CHICLAYO;93;112
CHICLAYO;73;140
CHICLAYO;79;147
CHICLAYO;108;97
LIMA;65;147
LIMA;82;142
LAMBAYEQUE;55;142
LAMBAYEQUE;105;93
LAMBAYEQUE;55;156
LAMBAYEQUE;110;97
LIMA;64;145
LIMA;83;124
LAMBAYEQUE;70;159
LAMBAYEQUE;85;150
LIMA;75;121
LIMA;61;137
LIMA;57;136
LIMA;55;166
LIMA;54;153
LIMA;73;143
LIMA;64;158
LAMBAYEQUE;69;175
LIMA;54;160
LIMA;62;155
LIMA;84;151
LIMA;48;172
LIMA;62;172
LAMBAYEQUE;70;155
LAMBAYEQUE;60;167
LIMA;93;141
LIMA;91;146
FERRE真AFE;155;43
FERRE真AFE;119;81
LIMA;81;138
LIMA;53;157
LIMA;57;183
FERRE真AFE;190;25
LIMA;64;153
LIMA;57;171
LIMA;63;163
LIMA;66;156
LAMBAYEQUE;102;120
LIMA;99;127
LIMA;78;135
LAMBAYEQUE;69;137
LAMBAYEQUE;97;102
LAMBAYEQUE;72;159
LIMA;33;165
LIMA;43;162
LAMBAYEQUE;73;160
LAMBAYEQUE;55;160
LIMA;39;169
LIMA;72;152
LIMA;85;146
LIMA;69;163
LIMA;73;160
LAMBAYEQUE;60;175
LAMBAYEQUE;57;189
LAMBAYEQUE;88;131
LAMBAYEQUE;104;129
LAMBAYEQUE;80;148
LAMBAYEQUE;106;129
LAMBAYEQUE;97;108
FERRE真AFE;87;138
LAMBAYEQUE;148;101
LAMBAYEQUE;113;104
LAMBAYEQUE;122;111
LAMBAYEQUE;47;67
LAMBAYEQUE;121;105
LAMBAYEQUE;97;115
LAMBAYEQUE;85;114
LAMBAYEQUE;111;101
LAMBAYEQUE;126;91
LAMBAYEQUE;90;133
LAMBAYEQUE;112;130
LAMBAYEQUE;118;141
LAMBAYEQUE;106;101
LAMBAYEQUE;119;105
LAMBAYEQUE;111;103
FERRE真AFE;41;19
FERRE真AFE;96;15
LAMBAYEQUE;91;129
LAMBAYEQUE;99;126
LAMBAYEQUE;116;133
LAMBAYEQUE;109;101
LAMBAYEQUE;97;93
LAMBAYEQUE;81;119
FERRE真AFE;82;116
LAMBAYEQUE;135;96
LAMBAYEQUE;35;24
LAMBAYEQUE;119;108
FERRE真AFE;126;100
CHICLAYO;121;85
CHICLAYO;140;69
FERRE真AFE;79;118
LAMBAYEQUE;95;112
LAMBAYEQUE;76;149
LAMBAYEQUE;60;145
LAMBAYEQUE;90;128
LAMBAYEQUE;91;107
FERRE真AFE;120;121
FERRE真AFE;117;125
LAMBAYEQUE;62;162
FERRE真AFE;84;112
FERRE真AFE;96;111
FERRE真AFE;88;129
LAMBAYEQUE;89;98
LAMBAYEQUE;110;105
LAMBAYEQUE;59;149
FERRE真AFE;76;125
FERRE真AFE;88;138
LAMBAYEQUE;97;95
LAMBAYEQUE;65;157
FERRE真AFE;124;104
LAMBAYEQUE;105;111
LIMA;104;106
LIMA;99;116
LIMA;114;144
LIMA;70;174
LIMA;60;198
LIMA;115;99
LIMA;52;215
LIMA;60;196
LIMA;121;122
LIMA;132;126
LIMA;92;131
LIMA;99;152
LIMA;94;130
LIMA;85;159
LIMA;120;110
LIMA;105;139
LIMA;94;137
LIMA;112;115
LIMA;87;141
LIMA;92;140
LIMA;116;93
LIMA;140;105
LIMA;129;98
LIMA;100;169
LIMA;121;98
LIMA;123;92
LIMA;118;97
LIMA;103;122
LIMA;94;118
LIMA;156;108
LIMA;104;84
LIMA;100;129
LIMA;107;157
LIMA;121;116
LIMA;54;153
LIMA;106;102
LIMA;81;156
LIMA;109;136
LIMA;100;139
LIMA;110;94
LIMA;116;136
LIMA;107;148
LIMA;89;144
LIMA;105;140
LIMA;114;108
LIMA;80;133
LIMA;111;155
LIMA;119;95
LIMA;120;127
LIMA;110;119
LIMA;115;111
LIMA;104;114
LIMA;105;114
LIMA;115;160
LIMA;119;124
LIMA;90;148
LIMA;110;138
LIMA;103;132
LIMA;112;110
LIMA;99;136
LIMA;110;119
LIMA;114;155
LIMA;107;154
LIMA;88;130
LIMA;102;120
LIMA;104;137
LIMA;111;143
LIMA;53;137
LIMA;81;132
LIMA;105;113
LIMA;98;99
LIMA;72;130
LIMA;52;145
LIMA;65;192
LIMA;54;119
LIMA;63;124
LIMA;45;140
LIMA;61;137
LIMA;102;142
LIMA;148;116
LIMA;106;143
LIMA;101;90
LIMA;47;181
LIMA;115;136
LIMA;109;137
LIMA;61;165
LIMA;37;150
LIMA;49;144
LIMA;58;148
LIMA;95;129
LIMA;61;111
LIMA;76;133
LIMA;70;171
LIMA;85;101
LIMA;65;201
LIMA;86;141
LIMA;80;136
LIMA;66;120
LIMA;59;139
LIMA;88;150
LIMA;74;150
LIMA;85;153
LIMA;41;174
LIMA;55;151
LIMA;51;137
LIMA;134;92
LIMA;115;101
LIMA;50;163
LIMA;83;144
LIMA;84;137
LIMA;101;138
LIMA;96;128
LIMA;85;134
LIMA;82;141
LIMA;70;161
LIMA;91;140
LIMA;105;85
LIMA;57;188
LIMA;80;147
LIMA;59;164
LIMA;82;143
LIMA;67;149
LIMA;58;161
LIMA;60;161
LIMA;109;126
LIMA;97;130
LIMA;55;143
LIMA;43;172
LIMA;90;140
LIMA;116;110
LIMA;115;106
LIMA;82;148
LIMA;116;131
LIMA;117;128
LIMA;111;136
LIMA;63;131
LIMA;100;126
LIMA;105;126
LIMA;64;131
LIMA;95;137
LIMA;98;115
LIMA;93;137
LIMA;115;126
LIMA;106;134
LIMA;76;137
LIMA;104;122
LIMA;78;139
LIMA;89;142
LIMA;74;126
LIMA;135;120
LIMA;111;111
LIMA;80;159
LIMA;102;139
LIMA;102;135
LIMA;94;149
LIMA;76;155
LIMA;80;116
LIMA;89;160
LIMA;85;178
LIMA;96;129
LIMA;109;127
LIMA;96;154
LIMA;65;159
LIMA;60;159
LIMA;87;112
LIMA;80;155
LIMA;79;156
LIMA;84;133
LIMA;102;134
LIMA;90;145
LIMA;87;145
LIMA;98;143
LIMA;89;153
LIMA;97;148
LIMA;94;138
LIMA;91;137
LIMA;;
LIMA;111;124
LIMA;122;122
LIMA;116;118
LIMA;130;119
LIMA;110;126
LIMA;98;148
LIMA;83;161
LIMA;88;171
LIMA;65;162
LIMA;99;148
LIMA;94;139
LIMA;80;134
LIMA;95;148
LIMA;93;127
LIMA;90;159
LIMA;76;121
LIMA;95;129
LIMA;102;109
LIMA;43;166
LIMA;62;123
LIMA;37;136
LIMA;105;108
LIMA;101;119
LIMA;61;157
LIMA;59;173
LIMA;119;126
LIMA;72;117
LIMA;88;104
LIMA;76;129
LIMA;77;137
LIMA;75;177
LIMA;28;163
LIMA;81;142
LIMA;82;138
LIMA;117;110
LIMA;119;114
LIMA;111;111
LIMA;77;172
LIMA;88;123
LIMA;108;105
LIMA;124;112
LIMA;72;177
LIMA;66;185
LIMA;61;157
LIMA;83;100
LIMA;112;115
LIMA;120;109
LIMA;53;184
LIMA;80;134
LIMA;95;125
LIMA;108;121
LIMA;92;150
LIMA;60;137
LIMA;52;142
LIMA;51;153
LIMA;58;170
LIMA;95;155
LIMA;72;79
LIMA;99;111
LIMA;48;192
LIMA;93;118
LIMA;135;103
LIMA;43;126
LIMA;54;127
LIMA;99;131
LIMA;107;142
LIMA;39;170
LIMA;107;144
LIMA;108;92
LIMA;134;100
LIMA;108;111
LIMA;105;143
LIMA;80;164
LIMA;77;163
LIMA;73;138
LIMA;115;87
LIMA;76;185
LIMA;56;143
LIMA;119;118
LIMA;125;126
LIMA;93;110
LIMA;107;103
LIMA;72;157
LIMA;65;204
LIMA;91;145
LIMA;92;166
LIMA;90;148
LIMA;73;163
LIMA;84;151
LIMA;58;173
LIMA;62;163
LIMA;53;180
LIMA;60;175
LIMA;;
LIMA;54;141
LIMA;66;162
LIMA;62;143
LIMA;66;189
LIMA;110;117
LIMA;86;145
LIMA;72;143
LIMA;55;153
LIMA;58;161
LIMA;18;261
LIMA;60;153
LIMA;;
LIMA;100;121
LIMA;63;157
LIMA;60;136
LIMA;48;169
LIMA;46;167
LIMA;35;177
LIMA;64;151
LIMA;69;161
LIMA;62;154
LIMA;44;159
LIMA;90;150
LIMA;48;145
LIMA;73;161
LIMA;98;142
LIMA;45;172
LIMA;35;195
LIMA;80;139
LIMA;98;151
LIMA;77;136
LIMA;39;163
LIMA;79;170
LIMA;79;160
LIMA;46;180
LIMA;84;177
LIMA;99;123
LIMA;77;152
LIMA;103;139
LIMA;65;161
LIMA;62;161
LIMA;80;166
LIMA;100;148
LIMA;86;168
LIMA;73;142
LIMA;78;155
LIMA;83;139
LIMA;92;147
LIMA;98;147
LIMA;124;130
LIMA;78;133
LIMA;76;150
LIMA;87;131
LIMA;77;140
LIMA;58;121
LIMA;106;122
LIMA;100;134
LIMA;72;142
LIMA;96;133
LIMA;85;142
LIMA;103;123
LIMA;80;137
LIMA;87;145
LIMA;80;151
LIMA;86;155
LIMA;97;156
LIMA;72;149
LIMA;48;173
LIMA;61;107
LIMA;64;76
LIMA;66;94
LIMA;65;81
LIMA;75;158
LIMA;94;157
LIMA;90;171
LIMA;93;141
LIMA;74;160
LIMA;53;147
LIMA;76;145
LIMA;66;161
LIMA;59;168
LIMA;91;154
LIMA;82;151
LIMA;71;167
LIMA;80;131
LIMA;90;158
LIMA;93;146
LIMA;92;137
LIMA;83;154
LIMA;74;138
LIMA;79;156
LIMA;69;161
LIMA;95;134
LIMA;90;140
LIMA;91;116
LIMA;67;164
LIMA;102;143
LIMA;100;119
LIMA;74;147
LIMA;89;154
LIMA;68;122
LIMA;70;160
LIMA;84;189
LIMA;59;151
LIMA;88;139
LIMA;91;152
LIMA;56;163
LIMA;52;158
LIMA;60;166
LIMA;39;179
LIMA;49;182
LIMA;56;166
LIMA;30;184
LIMA;59;133
LIMA;52;142
LIMA;36;200
LIMA;34;216
LIMA;38;217
LIMA;37;194
LIMA;42;189
LIMA;59;168
LIMA;46;156
LIMA;49;153
LIMA;51;177
LIMA;44;159
LIMA;40;156
LIMA;36;182
LIMA;45;160
LIMA;46;165
LIMA;56;163
LIMA;63;159
LIMA;59;151
LIMA;39;173
LIMA;42;149
LIMA;48;219
LIMA;66;192
LIMA;68;192
LIMA;49;154
LIMA;61;155
LIMA;33;179
LIMA;59;145
LIMA;59;165
LIMA;40;206
LIMA;76;154
LIMA;61;148
LIMA;59;147
LIMA;62;202
LIMA;51;226
LIMA;63;151
LIMA;42;203
LIMA;55;215
LIMA;49;150
LIMA;47;161
LIMA;44;173
LIMA;61;156
LIMA;50;176
LIMA;35;232
LIMA;61;154
LIMA;52;156
LIMA;46;166
LIMA;92;170
LIMA;48;142
LIMA;55;133
LIMA;73;148
LIMA;60;141
LIMA;64;125
LIMA;56;162
LIMA;52;163
LIMA;75;137
LIMA;67;151
LIMA;88;151
LIMA;60;173
LIMA;61;153
LIMA;52;166
LIMA;65;175
LIMA;49;173
LIMA;89;126
LIMA;90;137
LIMA;75;133
LIMA;61;172
LIMA;45;169
LIMA;58;144
LIMA;76;140
LIMA;96;156
LIMA;65;167
LIMA;59;164
LIMA;49;139
LIMA;57;131
LIMA;79;139
LIMA;66;150
LIMA;86;149
LIMA;96;141
LIMA;44;171
LIMA;57;179
LIMA;54;169
LIMA;76;173
LIMA;72;159
LIMA;62;150
LIMA;72;134
LIMA;72;153
LIMA;72;151
LIMA;84;148
LIMA;51;157
LIMA;86;148
LIMA;84;147
LIMA;114;136
LIMA;95;130
LIMA;77;157
LIMA;56;204
LIMA;71;146
LIMA;59;195
LIMA;55;177
LIMA;53;213
LIMA;100;142
LIMA;82;150
LIMA;51;178
LIMA;99;156
LIMA;90;144
LIMA;76;137
LIMA;50;178
LIMA;64;147
LIMA;65;169
LIMA;71;169
LIMA;35;179
LIMA;30;175
LIMA;27;191
LIMA;64;149
LIMA;39;124
LIMA;113;111
LIMA;56;206
LIMA;35;171
LIMA;113;86
LIMA;119;85
LIMA;50;181
LIMA;108;86
LIMA;53;147
LIMA;31;174
LIMA;56;156
LIMA;39;174
LIMA;34;154
LIMA;104;125
LIMA;90;119
LIMA;82;124
LIMA;28;164
LIMA;29;154
LIMA;20;152
LIMA;23;173
LIMA;22;135
LIMA;42;139
LIMA;104;109
LIMA;51;191
LIMA;30;192
LIMA;58;163
LIMA;34;152
LIMA;39;135
LIMA;50;201
LIMA;41;210
LIMA;53;188
LIMA;56;202
LIMA;36;220
LIMA;57;152
LIMA;40;172
LIMA;74;125
LIMA;49;185
LIMA;33;158
LIMA;20;171
LIMA;28;172
LIMA;17;181
LIMA;114;104
LIMA;109;102
LIMA;39;179
LIMA;34;220
LIMA;52;211
LIMA;24;199
LIMA;100;124
LIMA;27;184
LIMA;39;175
LIMA;26;182
LIMA;79;133
LIMA;26;183
LIMA;32;166
LIMA;28;180
LIMA;99;112
LIMA;119;83
LIMA;111;99
LIMA;38;171
LIMA;36;142
LIMA;100;114
LIMA;95;147
LIMA;100;132
LIMA;100;106
LIMA;87;94
LIMA;60;165
LIMA;85;162
LIMA;97;122
LIMA;47;128
LIMA;91;104
LIMA;81;125
LIMA;95;105
LIMA;85;150
LIMA;91;152
LIMA;85;119
LIMA;100;136
LIMA;75;135
LIMA;52;152
LIMA;49;150
LIMA;51;149
LIMA;111;103
LIMA;102;104
LIMA;68;141
LIMA;106;107
LIMA;110;97
LIMA;106;129
LIMA;122;101
LIMA;105;120
LIMA;110;144
LIMA;80;137
LIMA;101;111
LIMA;130;130
LIMA;126;92
LIMA;68;160
LIMA;64;155
LIMA;62;175
LIMA;67;193
LIMA;93;134
LIMA;90;150
LIMA;83;164
LIMA;42;228
LIMA;46;219
LIMA;74;57
LIMA;104;112
LIMA;88;139
LIMA;101;130
LIMA;41;154
LIMA;55;176
LIMA;53;189
LIMA;111;97
LIMA;57;183
LIMA;99;114
LIMA;108;131
LIMA;90;147
LIMA;84;165
LIMA;73;151
LIMA;120;122
LIMA;106;123
LIMA;105;108
LIMA;108;142
LIMA;113;118
LIMA;117;111
LIMA;106;119
LIMA;51;190
LIMA;48;156
LIMA;78;164
LIMA;114;105
LIMA;109;120
LIMA;61;142
LIMA;115;122
LIMA;100;122
LIMA;45;164
LIMA;63;109
LIMA;61;175
LIMA;71;132
LIMA;102;153
LIMA;68;184
LIMA;58;168
LIMA;116;138
LIMA;110;132
LIMA;66;168
LIMA;11;204
LIMA;23;220
LIMA;27;205
LIMA;109;135
LIMA;108;133
LIMA;112;113
LIMA;100;139
LIMA;82;162
LIMA;74;163
LIMA;94;137
LIMA;97;137
LIMA;43;173
LIMA;6;184
LIMA;12;179
LIMA;42;188
LIMA;65;119
LIMA;62;105
LIMA;62;93
LIMA;56;123
LIMA;66;165
LIMA;78;163
LIMA;75;156
LIMA;73;164
LIMA;74;107
LIMA;74;105
LIMA;53;169
LIMA;75;176
LIMA;82;174
LIMA;41;116
LIMA;34;181
LIMA;82;146
LIMA;56;171
LIMA;63;162
LIMA;68;147
LIMA;117;100
LIMA;58;150
LIMA;85;126
LIMA;56;165
LIMA;72;146
LIMA;85;143
LIMA;78;150
LIMA;112;111
LIMA;50;153
LIMA;48;156
LIMA;48;147
LIMA;109;117
LIMA;88;127
LIMA;110;131
LIMA;45;165
LIMA;109;109
LIMA;109;142
LIMA;42;161
LIMA;100;118
LIMA;78;92
LIMA;108;141
LIMA;110;130
LIMA;112;134
LIMA;54;149
LIMA;115;125
LIMA;90;141
LIMA;115;131
LIMA;106;135
LIMA;106;142
LIMA;95;154
LIMA;118;134
LIMA;84;121
LIMA;125;112
LIMA;113;133
LIMA;;
LIMA;105;136
LIMA;100;138
LIMA;109;126
LIMA;115;116
LIMA;106;116
LIMA;103;121
LIMA;97;140
LIMA;60;140
LIMA;66;148
LIMA;110;134
LIMA;68;125
LIMA;114;124
LIMA;98;112
LIMA;70;128
LIMA;97;113
LIMA;85;137
LIMA;39;118
LIMA;84;145
LIMA;110;127
LIMA;123;127
LIMA;101;140
LIMA;102;129
LIMA;94;144
LIMA;87;131
LIMA;74;184
LIMA;76;155
LIMA;67;158
LIMA;73;158
LIMA;44;147
LIMA;69;161
LIMA;66;199
LIMA;101;147
LIMA;66;209
LIMA;64;166
LIMA;66;111
LIMA;102;118
LIMA;119;144
LIMA;67;163
LIMA;63;159
LIMA;85;142
LIMA;61;162
LIMA;64;162
LIMA;100;142
LIMA;85;174
LIMA;96;128
LIMA;70;158
LIMA;48;120
LIMA;58;135
LIMA;101;116
LIMA;68;159
LIMA;75;178
LIMA;90;179
LIMA;85;124
LIMA;61;166
LIMA;89;127
LIMA;94;156
LIMA;88;176
LIMA;82;158
LIMA;58;181
LIMA;80;148
LIMA;72;159
LIMA;46;168
LIMA;78;143
LIMA;86;164
LIMA;74;162
LIMA;58;176
LIMA;86;165
LIMA;100;137
LIMA;70;141
LIMA;99;137
LIMA;70;142
LIMA;60;153
LIMA;94;140
LIMA;80;120
LIMA;26;165
LIMA;29;152
LIMA;72;172
LIMA;100;137
LIMA;93;143
LIMA;66;132
LIMA;73;152
LIMA;80;127
LIMA;74;170
LIMA;76;147
LIMA;89;168
LIMA;79;150
LIMA;86;159
LIMA;47;168
LIMA;97;159
LIMA;68;139
LIMA;72;130
LIMA;21;211
LIMA;33;173
LIMA;84;159
LIMA;42;183
LIMA;74;146
LIMA;26;179
LIMA;41;185
LIMA;58;148
LIMA;32;163
LIMA;49;151
LIMA;38;148
LIMA;37;179
